DateTime,Sensor_id,Vendor,SensorModel,LAT,LONG,Zone,Pm1_0,Pm2_5,Pm10,SO2,O3,CO,NO2,AlertTriggered,SensorStatus
2021-05-16T07:16:27,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:19:26,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:22:27,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:25:27,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:28:26,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:31:26,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:34:26,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:37:27,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:40:27,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:43:26,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
2021-05-16T07:46:27,64d7e4dbde37ccb5,ATT,AQM-01-00-01-00-01-00-GY,29.4159,-98.482952,Downtown,12,10,13,0,0,0,0,None,Normal
